traj,i,generation_time,mutation_rate,recombination_rate,conserved_cost,replicative_cost,immune_cost,immune_response_count,days_full_potency,active_to_latent,latent_proliferate_die,starting_pop_size,max_growth_rate,effective_pop_size,epitope_length,which_diff,delta
1,0,1.4441923981122229,2.3860183675174752e-5,4.675151267837336e-5,0.9564647928276098,0.0027576428521258233,0.7523597590758333,346,313,7.811437686589282e-4,0.004113111399995565,464,0.7379839515418277,4402,8,NA,NA
1,1,1.4441923981122229,2.3860183675174752e-5,4.675151267837336e-5,0.9564647928276098,0.0027576428521258233,0.7523597590758333,146,313,7.811437686589282e-4,0.004113111399995565,464,0.7379839515418277,4402,8,immune_response_count,-0.2
1,2,1.4441923981122229,2.3860183675174752e-5,4.675151267837336e-5,0.9564647928276098,0.0027576428521258233,0.5723597590758334,146,313,7.811437686589282e-4,0.004113111399995565,464,0.7379839515418277,4402,8,immune_cost,0.2
1,3,1.4441923981122229,4.186018367517475e-5,4.675151267837336e-5,0.9564647928276098,0.0027576428521258233,0.5723597590758334,146,313,7.811437686589282e-4,0.004113111399995565,464,0.7379839515418277,4402,8,mutation_rate,0.2
1,4,1.4441923981122229,4.186018367517475e-5,4.675151267837336e-5,0.9564647928276098,0.002157642852125823,0.5723597590758334,146,313,7.811437686589282e-4,0.004113111399995565,464,0.7379839515418277,4402,8,replicative_cost,0.2
1,5,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.9564647928276098,0.002157642852125823,0.5723597590758334,146,313,7.811437686589282e-4,0.004113111399995565,464,0.7379839515418277,4402,8,generation_time,0.2
1,6,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.9564647928276098,0.002157642852125823,0.5723597590758334,146,313,0.002761143768658926,0.004113111399995565,464,0.7379839515418277,4402,8,active_to_latent,0.2
1,7,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.9564647928276098,0.002157642852125823,0.5723597590758334,146,313,0.002761143768658926,0.004113111399995565,464,0.7379839515418277,6202,8,effective_pop_size,0.2
1,8,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.9564647928276098,0.002157642852125823,0.5723597590758334,146,512,0.002761143768658926,0.004113111399995565,464,0.7379839515418277,6202,8,days_full_potency,0.2
1,9,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.9564647928276098,0.002157642852125823,0.5723597590758334,146,512,0.002761143768658926,0.004113111399995565,464,0.7379839515418277,6202,4,epitope_length,-0.2
1,10,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.7584647928276097,0.002157642852125823,0.5723597590758334,146,512,0.002761143768658926,0.004113111399995565,464,0.7379839515418277,6202,4,conserved_cost,-0.2
1,11,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.7584647928276097,0.002157642852125823,0.5723597590758334,146,512,0.002761143768658926,0.02391311139999558,464,0.7379839515418277,6202,4,latent_proliferate_die,-0.2
1,12,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.7584647928276097,0.002157642852125823,0.5723597590758334,146,512,0.002761143768658926,0.02391311139999558,464,0.9359839515418277,6202,4,max_growth_rate,0.2
1,13,1.644192398112223,4.186018367517475e-5,4.675151267837336e-5,0.7584647928276097,0.002157642852125823,0.5723597590758334,146,512,0.002761143768658926,0.02391311139999558,264,0.9359839515418277,6202,4,starting_pop_size,-0.2
1,14,1.644192398112223,4.186018367517475e-5,6.655151267837335e-5,0.7584647928276097,0.002157642852125823,0.5723597590758334,146,512,0.002761143768658926,0.02391311139999558,264,0.9359839515418277,6202,4,recombination_rate,0.2
2,0,1.459702133250955,1.0413261376920025e-5,6.763325197321163e-5,0.3103482854444465,2.8048314860955423e-4,0.5211644588404201,519,939,0.009279204619438057,0.0317167185231478,83,0.5939404641687203,6176,1,NA,NA
2,1,1.459702133250955,1.0413261376920025e-5,6.763325197321163e-5,0.3103482854444465,2.8048314860955423e-4,0.5211644588404201,519,939,0.007299204619438058,0.0317167185231478,83,0.5939404641687203,6176,1,active_to_latent,-0.2
2,2,1.459702133250955,1.0413261376920025e-5,6.763325197321163e-5,0.3103482854444465,2.8048314860955423e-4,0.5211644588404201,519,939,0.007299204619438058,0.0317167185231478,83,0.5939404641687203,6176,5,epitope_length,-0.2
2,3,1.459702133250955,1.0413261376920025e-5,6.763325197321163e-5,0.3103482854444465,2.8048314860955423e-4,0.5211644588404201,519,939,0.007299204619438058,0.0317167185231478,83,0.3959404641687202,6176,5,max_growth_rate,-0.2
2,4,1.459702133250955,1.0413261376920025e-5,6.763325197321163e-5,0.11234828544444649,2.8048314860955423e-4,0.5211644588404201,519,939,0.007299204619438058,0.0317167185231478,83,0.3959404641687202,6176,5,conserved_cost,-0.2
